loc,lloc,scloc,comments,single_comments,blanks,calculated_length,volume,difficulty,effort,time,bugs,LargeClass
72,38,41,17,17,10,79.509775,115.9452221,3.1875,369.5753954,20.53196641,0.038648407,0
27,16,21,0,0,6,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
41,35,35,0,0,6,75.05865003,114.6940429,0.5,57.34702143,3.185945635,0.038231348,0
101,75,82,6,1,16,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
24,16,20,0,0,4,10,46.52932501,3,139.587975,7.754887502,0.015509775,0
27,22,22,0,0,5,10,46.52932501,3,139.587975,7.754887502,0.015509775,0
20,12,15,0,0,5,33.28421252,57.35940001,1.666666667,95.59900002,5.311055557,0.0191198,0
27,13,21,0,0,6,26,39.86313714,1,39.86313714,2.21461873,0.013287712,0
23,22,19,2,2,2,88.4385619,160.5395383,1.2,192.6474459,10.70263588,0.053513179,0
49,39,39,3,3,7,347.9845058,890.6147086,5.210526316,4640.571376,257.8095209,0.29687157,0
36,29,29,1,1,6,96.99355338,265.927825,2.714285714,721.8040965,40.10022759,0.088642608,0
46,43,43,0,0,3,255.1333893,701.8387305,3.688888889,2589.005095,143.8336164,0.233946244,0
45,38,38,2,1,6,301.8442939,729.1112518,5.81,4236.136373,235.3409096,0.243037084,0
34,24,25,0,0,9,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
9,4,4,0,0,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
31,22,24,0,0,7,28.52932501,172.7402609,1.444444444,249.5137102,13.86187279,0.057580087,0
56,9,8,2,2,12,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
63,41,39,0,1,13,61.30296891,100.0782,2.285714286,228.7501715,12.70834286,0.0333594,0
158,72,66,11,11,18,235.7693245,505.323886,9.72972973,4916.664836,273.1480465,0.168441295,0
223,52,190,0,0,33,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
50,41,37,0,5,8,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
34,25,25,0,0,9,36.52932501,51.80615605,2,103.6123121,5.756239562,0.017268719,0
84,60,62,16,16,6,44.82892142,58.60335893,2.5,146.5083973,8.139355408,0.019534453,0
20,14,13,2,2,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
17,15,15,0,0,2,27.65148445,38.05374781,2,76.10749561,4.228194201,0.012684583,0
53,36,44,1,1,8,43.01955001,99.91187239,0.75,74.93390429,4.162994683,0.033303957,0
20,14,14,0,0,6,88.4385619,160.5395383,1.2,192.6474459,10.70263588,0.053513179,0
80,61,56,11,11,13,0,2,0.5,1,0.055555556,0.000666667,0
33,26,26,2,2,5,11.60964047,25.84962501,0.5,12.9248125,0.718045139,0.008616542,0
36,17,16,11,13,7,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
100,44,47,30,31,16,75.60964047,122.9848878,2.65625,326.6786083,18.14881157,0.040994963,0
20,9,14,0,0,3,10,18.09473751,1,18.09473751,1.005263195,0.006031579,0
5,2,2,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
21,11,18,1,1,2,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
32,20,20,2,2,5,28.7548875,41.51317942,1.5,62.26976914,3.459431619,0.013837726,0
20,16,16,0,0,4,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
20,9,11,0,0,0,54.62919048,73.57433114,2.5,183.9358279,10.2186571,0.024524777,0
22,13,13,3,2,7,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
61,30,27,0,0,12,17.509775,27,1,27,1.5,0.009,0
65,32,29,13,13,12,84.99664331,117.6126109,3,352.8378326,19.60210181,0.039204204,0
24,14,16,0,0,5,0,2,0.5,1,0.055555556,0.000666667,0
36,27,28,3,3,5,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
77,50,44,11,11,5,100.2386659,167.1788228,2.285714286,382.1230236,21.22905687,0.055726274,0
18,17,13,2,1,4,51.01955001,72,2,144,8,0.024,0
35,18,22,10,10,3,59.71535681,87.56842503,2.692307692,235.7611443,13.09784135,0.029189475,0
68,41,58,2,1,9,83.05865003,120.4046537,2,240.8093074,13.37829486,0.040134885,0
86,53,50,16,16,12,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
58,30,28,10,10,6,125.548875,191.3687332,3.25,621.948383,34.55268794,0.063789578,0
15,8,6,0,0,2,0,2,0.5,1,0.055555556,0.000666667,0
92,60,49,7,18,17,16.36452798,24,1.5,36,2,0.008,0
19,15,12,0,3,4,32,46.60451251,2,93.20902502,5.178279168,0.015534838,0
154,94,86,13,20,24,107.7484409,175.9308376,3.428571429,603.1914431,33.51063573,0.058643613,0
60,39,38,4,4,13,52.86060384,80,1.5,120,6.666666667,0.026666667,0
12,9,8,1,2,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
153,72,61,45,44,30,417.2192809,757.5533106,6.25,4734.708191,263.039344,0.25251777,0
55,39,42,4,3,7,44.03910002,66.41714013,3.666666667,243.5295138,13.52941743,0.022139047,0
59,33,36,2,2,8,20.26466251,28.52932501,1.5,42.79398752,2.377443751,0.009509775,0
39,23,23,0,0,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
56,35,30,2,2,9,10,18.09473751,1,18.09473751,1.005263195,0.006031579,0
29,16,18,2,2,4,13.60964047,28.07354922,1.2,33.68825906,1.871569948,0.00935785,0
302,191,230,20,20,26,562.3475538,935.09971,5.662650602,5295.142936,294.1746076,0.311699903,0
36,29,34,0,0,2,37.97416845,85.11011352,2.25,191.4977554,10.63876419,0.028370038,0
23,14,15,0,0,3,10,15.509775,1,15.509775,0.861654167,0.005169925,0
24,21,21,1,0,3,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
47,33,35,2,2,10,107.7484409,152.1564001,3,456.4692002,25.35940001,0.0507188,0
41,24,22,3,3,10,67.75720079,90.76048999,3.769230769,342.0972315,19.00540175,0.030253497,0
93,61,71,4,4,15,221.2790995,336.9372793,4.864864865,1639.154332,91.06412955,0.112312426,0
79,55,70,2,1,8,125.548875,210.9962956,3.5,738.4870346,41.02705748,0.070332099,0
22,11,15,4,4,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
31,19,23,2,2,6,37.97416845,55.50659577,1.5,83.25989366,4.625549648,0.018502199,0
260,165,194,15,15,36,567.1820206,1127.389282,7.355421687,8292.423578,460.6901988,0.375796427,0
96,73,72,10,13,11,4.754887502,12,0.5,6,0.333333333,0.004,0
108,76,78,12,12,11,196.9737366,318.1467279,4.588235294,1459.732046,81.09622477,0.106048909,0
49,27,34,8,8,7,21.65148445,38.03910002,1.142857143,43.47325716,2.415180953,0.0126797,0
18,13,15,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
142,89,116,10,10,16,173.2315701,367.3549259,5.193548387,1907.875583,105.993088,0.122451642,0
21,13,17,1,1,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
41,17,30,5,5,6,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
8,6,6,0,0,2,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
62,42,35,8,13,9,63.61549134,84.95855027,3,254.8756508,14.15975838,0.028319517,0
53,33,36,2,2,9,24.40637196,36.54120904,1.5,54.81181357,3.045100754,0.012180403,0
42,12,11,2,2,9,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
117,55,66,10,10,17,275.6627143,414.3519002,4.7,1947.453931,108.191885,0.1381173,0
39,24,23,5,5,6,32,46.60451251,2,93.20902502,5.178279168,0.015534838,0
37,25,30,0,0,7,119.5517,189.4612588,3.391304348,642.5207907,35.69559949,0.063153753,0
25,18,18,1,1,6,0,2,0.5,1,0.055555556,0.000666667,0
46,34,35,1,1,7,70.21299941,103.7262743,2.666666667,276.6033981,15.36685545,0.034575425,0
121,99,99,8,8,14,313.1745302,673.3855279,7.969387755,5366.470381,298.1372434,0.224461843,0
22,11,19,0,0,3,10,15.509775,1,15.509775,0.861654167,0.005169925,0
11,9,9,0,0,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
13,8,7,0,0,1,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
14,9,8,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
132,64,57,14,13,15,125.548875,196.2756238,3.25,637.8957774,35.4386543,0.065425208,0
56,31,24,0,0,9,10,15.509775,1,15.509775,0.861654167,0.005169925,0
100,59,59,6,6,13,115.6515655,187.486842,2.826086957,529.8541186,29.43633992,0.062495614,0
25,18,18,2,1,6,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
7,5,5,0,0,2,17.509775,30,1,30,1.666666667,0.01,0
21,12,11,0,0,6,24.40637196,39.86313714,1.714285714,68.33680652,3.796489251,0.013287712,0
13,9,9,0,0,4,2,6.339850003,0.5,3.169925001,0.176106945,0.002113283,0
17,15,15,0,0,2,20.26466251,28.52932501,1.5,42.79398752,2.377443751,0.009509775,0
25,16,18,1,1,6,0,2,0.5,1,0.055555556,0.000666667,0
47,31,29,0,0,11,36.52932501,55.50659577,2.222222222,123.3479906,6.852666145,0.018502199,0

